FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,url,past_fights
Jung Hyun Lee,--,125 lbs.,--,,"Sep 10, 2002",http://ufcstats.com/fighter-details/b6033505c245e28b,"[{'wl': 'loss', 'opponent': 'Mark Climaco', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Billy Pasulatan,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/e5a59983f4603621,"[{'wl': 'loss', 'opponent': 'Jiniushiyue', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:04'}]"
Ronal Siahaan,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/762226efa2b01654,"[{'wl': 'loss', 'opponent': 'Rei Tsuruya', 'method': 'SUB\n \n \n\n Kimura', 'round': '2', 'time': '1:19'}]"
Rei Tsuruya,--,125 lbs.,--,,"Jun 22, 2002",http://ufcstats.com/fighter-details/2f43a3e82661fa99,"[{'wl': 'win', 'opponent': 'Jiniushiyue', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Mark Climaco', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ronal Siahaan', 'method': 'SUB\n \n \n\n Kimura', 'round': '2', 'time': '1:19'}]"
Gabriel Santos,--,145 lbs.,--,,"Nov 28, 1996",http://ufcstats.com/fighter-details/f2f140ce7532e327,"[{'wl': 'loss', 'opponent': 'David Onama', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '4:13'}, {'wl': 'loss', 'opponent': 'Lerone Murphy', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Reza Arianto,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/90063913321e7670,[]
Abdul Azeem Badakhshi,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/968764372c49eab6,[]
Bahatebole Batebolati,--,170 lbs.,--,,"Sep 12, 1997",http://ufcstats.com/fighter-details/8f313e9c3a39c06e,"[{'wl': 'win', 'opponent': 'HanSeul Kim', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'WonBin Ki', 'method': 'DQ', 'round': '2', 'time': '2:22'}]"
Eperaim Ginting,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/bad8ed7d714f1493,"[{'wl': 'loss', 'opponent': 'Daermisi Zhawupasi', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '0:58'}]"
Shin Haraguchi,--,155 lbs.,--,,"Nov 27, 1998",http://ufcstats.com/fighter-details/05b17ae24e6bba81,"[{'wl': 'win', 'opponent': 'JunYoung Hong', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Rongzhu', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '3', 'time': '3:06'}, {'wl': 'win', 'opponent': 'Jae Hyun Park', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Windri Patilima', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '1:25'}]"
Sung Chan Hong,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/10d4575f497face4,"[{'wl': 'loss', 'opponent': 'Rongzhu', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:17'}]"
Baergeng Jieleyisi,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/8677e67a75d65b8e,"[{'wl': 'win', 'opponent': 'Li Yunfeng', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '4:25'}, {'wl': 'loss', 'opponent': 'Shuya Kamikubo', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Shuya Kamikubo,--,145 lbs.,--,,"Apr 12, 1995",http://ufcstats.com/fighter-details/a46fa1c7972548d0,"[{'wl': 'loss', 'opponent': 'Xiao Long', 'method': 'M-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Baergeng Jieleyisi', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Kouya Kanda,--,--,--,,"Dec 20, 1995",http://ufcstats.com/fighter-details/b42d3a1469dab722,"[{'wl': 'loss', 'opponent': 'Kaiwen', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yibugele', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Sang Uk Kim,--,--,--,,--,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4,[]
Chang Ho Lee,--,125 lbs.,--,,"May 09, 1994",http://ufcstats.com/fighter-details/117a06469813e4ef,"[{'wl': 'win', 'opponent': 'Xiao Long', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Daermisi Zhawupasi', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '3:35'}, {'wl': 'win', 'opponent': 'Rana Rudra Pratap Singh', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:52'}]"
Li Kaiwen,--,145 lbs.,--,,"Oct 16, 1995",http://ufcstats.com/fighter-details/0565706b1e7f7e7c,"[{'wl': 'loss', 'opponent': 'Yizha', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '3:03'}, {'wl': 'win', 'opponent': 'Koya Kanda', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Lu Kai', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:11'}]"
Kazuma Maruyama,--,170 lbs.,--,,"Jul 19, 1992",http://ufcstats.com/fighter-details/aa1a873d05acc7eb,[]
Wendris Patilima,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/66d42e9503fa108e,"[{'wl': 'loss', 'opponent': 'Shin Haraguchi', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '1:25'}]"
Rana Rudra Pratap Singh,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/254ed71756cfd18c,"[{'wl': 'loss', 'opponent': 'ChangHo Lee', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:52'}]"
Joshua Van,--,125 lbs.,--,,"Oct 10, 2001",http://ufcstats.com/fighter-details/17e97649403ba428,"[{'wl': 'win', 'opponent': 'Felipe Bunes', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:31'}, {'wl': 'win', 'opponent': 'Kevin Borjas', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Zhalgas Zhumagulov', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Yibugele,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/cc2fcae2c0dc501d,"[{'wl': 'loss', 'opponent': 'Xie Bin', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Koya Kanda', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Daermisi Zhawupasi,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/fd52e5f9ab25c94c,"[{'wl': 'win', 'opponent': 'Ren Ozaki', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'ChangHo Lee', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '3:35'}, {'wl': 'win', 'opponent': 'Eperaim Ginting', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '0:58'}]"
Sang Won Kim,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/e9712cad24948ce1,"[{'wl': 'loss', 'opponent': 'Yizha', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Keisuke Sasu', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '1:42'}]"
Taiyilake Nueraji,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/7498b3ac79a3b948,"[{'wl': 'win', 'opponent': 'HanSeul Kim', 'method': 'KO/TKO\n \n \n\n Elbow', 'round': '2', 'time': '1:38'}]"
Peter Danesoe,--,135 lbs.,--,,"Sep 01, 2000",http://ufcstats.com/fighter-details/5f119b24c0f9679c,"[{'wl': 'loss', 'opponent': 'Nyamjargal Tumendemberel', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:02'}, {'wl': 'win', 'opponent': 'Sim Kai Xiong', 'method': 'KO/TKO\n \n \n\n Flying Knee', 'round': '1', 'time': '4:23'}]"
Chris Hofmann,--,170 lbs.,--,,"Nov 18, 1989",http://ufcstats.com/fighter-details/33fb306278dbb3e5,"[{'wl': 'loss', 'opponent': 'SangHoon Yoo', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '3', 'time': '3:10'}]"
Sim Kai Xiong,--,135 lbs.,--,,"Sep 06, 1997",http://ufcstats.com/fighter-details/79e2cb1e813f881b,"[{'wl': 'loss', 'opponent': 'Peter Danesoe', 'method': 'KO/TKO\n \n \n\n Flying Knee', 'round': '1', 'time': '4:23'}]"
Nyamjargal Tumendemberel,--,125 lbs.,--,,"Mar 22, 1998",http://ufcstats.com/fighter-details/17cb6d8e8187f304,"[{'wl': 'win', 'opponent': 'Peter Danesoe', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:02'}, {'wl': 'win', 'opponent': 'Top Noi Kiwram', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Assu Almabayev,--,125 lbs.,--,,"Jan 25, 1994",http://ufcstats.com/fighter-details/8d3273573b85be09,"[{'wl': 'win', 'opponent': 'Jose Johnson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'CJ Vergara', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ode Osbourne', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '2', 'time': '3:11'}]"
Azat Maksum,--,125 lbs.,--,,"Feb 02, 1995",http://ufcstats.com/fighter-details/7f1bf0c255ec8756,"[{'wl': 'loss', 'opponent': 'Charles Johnson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Tyson Nam', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Braxton Smith,--,257 lbs.,--,,"Jan 01, 1990",http://ufcstats.com/fighter-details/eaa9402e5a7990ad,"[{'wl': 'loss', 'opponent': 'Parker Porter', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:10'}]"
Eli Aronov,--,185 lbs.,--,,"Jun 06, 1996",http://ufcstats.com/fighter-details/a90c200c3fbb22c4,"[{'wl': 'loss', 'opponent': 'Zach Reese', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '1:14'}]"
Felipe dos Santos,--,125 lbs.,--,,"Sep 11, 2000",http://ufcstats.com/fighter-details/5cdf5339728f580d,"[{'wl': 'win', 'opponent': 'Victor Altamirano', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Manel Kape', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Zach Reese,--,185 lbs.,--,,"Mar 24, 1994",http://ufcstats.com/fighter-details/23dec7c47cb418f8,"[{'wl': 'win', 'opponent': 'Julian Marquez', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '0:20'}, {'wl': 'loss', 'opponent': 'Cody Brundage', 'method': 'KO/TKO\n \n \n\n Slam', 'round': '1', 'time': '1:49'}, {'wl': 'win', 'opponent': 'Eli Aronov', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '1:14'}]"
Isis Verbeek,--,115 lbs.,--,,"Jan 12, 1995",http://ufcstats.com/fighter-details/d6f58b8cd1a6ff52,"[{'wl': 'loss', 'opponent': 'Josefine Knutsson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Ivana Petrovic,--,125 lbs.,--,,"Jun 11, 1994",http://ufcstats.com/fighter-details/38c5817ade8a8014,"[{'wl': 'win', 'opponent': 'Liang Na', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '3', 'time': '1:29'}, {'wl': 'loss', 'opponent': 'Luana Carolina', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Marcus McGhee,--,135 lbs.,--,,"May 07, 1990",http://ufcstats.com/fighter-details/c0ac37a4a1133da9,"[{'wl': 'win', 'opponent': 'Gaston Bolanos', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '3:29'}, {'wl': 'win', 'opponent': 'JP Buys', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '2:19'}, {'wl': 'win', 'opponent': 'Journey Newson', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '2', 'time': '2:03'}]"
Chandler Cole,--,--,--,,"Jan 09, 1995",http://ufcstats.com/fighter-details/5d8a9c95af50280a,"[{'wl': 'loss', 'opponent': 'Thomas Petersen', 'method': 'SUB\n \n \n\n Keylock', 'round': '2', 'time': '1:08'}]"
Eduarda Moura,--,115 lbs.,--,,"Feb 28, 1994",http://ufcstats.com/fighter-details/de594b35c45c2e9a,"[{'wl': 'loss', 'opponent': 'Denise Gomes', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Montserrat Conejo Ruiz', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:14'}, {'wl': 'win', 'opponent': 'Janaina Silva', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:00'}]"
Thomas Petersen,--,255 lbs.,--,,"Mar 30, 1995",http://ufcstats.com/fighter-details/764d39074a352e33,"[{'wl': 'loss', 'opponent': 'Jamal Pogues', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chandler Cole', 'method': 'SUB\n \n \n\n Keylock', 'round': '2', 'time': '1:08'}]"
Janaina Silva,--,115 lbs.,--,,"Feb 16, 1992",http://ufcstats.com/fighter-details/4784a5b4a452464a,"[{'wl': 'loss', 'opponent': 'Eduarda Moura', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:00'}]"
Marco Tulio,--,185 lbs.,--,,"Aug 30, 1994",http://ufcstats.com/fighter-details/9384e71bca6c409d,"[{'wl': 'win', 'opponent': 'Yousri Belgaroui', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Val Woodburn,--,185 lbs.,--,,"Aug 10, 1993",http://ufcstats.com/fighter-details/7a47e068f8017019,"[{'wl': 'loss', 'opponent': 'Oban Elliott', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Bo Nickal', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:38'}]"
Bogdan Grad,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/fb37795db81f93f3,"[{'wl': 'loss', 'opponent': 'Tom Nolan', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:23'}]"
Tom Nolan,--,155 lbs.,--,,"Mar 08, 2000",http://ufcstats.com/fighter-details/6c3b2525436cf5d4,"[{'wl': 'win', 'opponent': 'Victor Martinez', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '3:50'}, {'wl': 'loss', 'opponent': 'Nikolas Motta', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:03'}, {'wl': 'win', 'opponent': 'Bogdan Grad', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:23'}]"
Ketlen Souza,--,125 lbs.,--,,"Aug 18, 1994",http://ufcstats.com/fighter-details/8bd4200561c77a62,"[{'wl': 'win', 'opponent': 'Marnic Mann', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Karine Silva', 'method': 'SUB\n \n \n\n Other - Lock', 'round': '1', 'time': '1:45'}]"
Payton Talbott,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,"[{'wl': 'win', 'opponent': 'Cameron Saaiman', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '0:21'}, {'wl': 'win', 'opponent': 'Nick Aguirre', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '3', 'time': '0:58'}, {'wl': 'win', 'opponent': 'Reyes Cortez Jr.', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Cesar Almeida,--,185 lbs.,--,,"Mar 23, 1988",http://ufcstats.com/fighter-details/64d47ef881a437a4,"[{'wl': 'loss', 'opponent': 'Roman Kopylov', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Dylan Budka', 'method': 'KO/TKO\n \n\n\n Elbows', 'round': '2', 'time': '2:13'}, {'wl': 'win', 'opponent': 'Lucas Fernando', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Kevin Borjas,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/34b96d52db1d26e6,"[{'wl': 'loss', 'opponent': 'Alessandro Costa', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '1:35'}, {'wl': 'loss', 'opponent': 'Joshua Van', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Victor Dias', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Stephen Erceg,--,125 lbs.,--,,"Jul 27, 1995",http://ufcstats.com/fighter-details/9411103a865f32d3,[]
Lucas Fernando,--,185 lbs.,--,,--,http://ufcstats.com/fighter-details/3df223aeaacecf3f,"[{'wl': 'loss', 'opponent': 'Cesar Almeida', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Wuziazibieke Jiahefu,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/2d077e22886298be,"[{'wl': 'loss', 'opponent': 'Yizha', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '2:28'}]"
Feng Pengchao,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/86597694317e5e1b,[]
Junye Gao,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/8b27d25ce0221d60,[]
Lu Zhengyong,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3,[]
Patricia Alujas,--,115 lbs.,--,,--,http://ufcstats.com/fighter-details/430c533614d45813,"[{'wl': 'loss', 'opponent': 'Julia Polastri', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '4:05'}]"
Felipe Bunes,--,125 lbs.,--,,"Oct 26, 1989",http://ufcstats.com/fighter-details/53c10176e3bc7416,"[{'wl': 'loss', 'opponent': 'Joshua Van', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:31'}]"
Jhonata Deniz,--,--,--,,--,http://ufcstats.com/fighter-details/25f9a5f3e8a52618,"[{'wl': 'win', 'opponent': 'Austen Lane', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '2', 'time': '2:12'}, {'wl': 'win', 'opponent': 'Eduardo Neves', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:15'}]"
Raine Guerrero,--,115 lbs.,--,,"May 13, 1992",http://ufcstats.com/fighter-details/8300a47f6fd6fe4f,"[{'wl': 'loss', 'opponent': 'Dione Barbosa', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '4:35'}]"
Chad Hanekom,--,185 lbs.,--,,--,http://ufcstats.com/fighter-details/98533a2738124a0d,"[{'wl': 'loss', 'opponent': 'Dylan Budka', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Corinne Laframboise,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/fbe9f4efc2153be2,[]
Bruno Lopes,--,205 lbs.,--,,"Apr 24, 1993",http://ufcstats.com/fighter-details/0abcf6bc47191219,"[{'wl': 'loss', 'opponent': 'Brendson Ribeiro', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:47'}]"
Brendson Ribeiro,--,205 lbs.,--,,"Aug 09, 1996",http://ufcstats.com/fighter-details/49edd0d90f60fb7d,"[{'wl': 'loss', 'opponent': 'Magomed Gadzhiyasulov', 'method': 'M-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Zhang Mingyang', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:41'}, {'wl': 'win', 'opponent': 'Bruno Lopes', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:47'}]"
Cameron Rowston,--,185 lbs.,--,,"Jan 19, 1995",http://ufcstats.com/fighter-details/8ebc3a8da015d70c,[]
Stephanie Bruna,--,115 lbs.,--,,"Dec 16, 1999",http://ufcstats.com/fighter-details/1b35af4d1529adf6,"[{'wl': 'draw', 'opponent': 'Talita Alencar', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Igor Da Silva,--,125 lbs.,--,,"Apr 21, 2003",http://ufcstats.com/fighter-details/6ad8e4296f7522d9,"[{'wl': 'loss', 'opponent': 'Andre Lima', 'method': 'DQ', 'round': '2', 'time': '2:52'}, {'wl': 'win', 'opponent': 'Jhonata Silva', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:37'}]"
Shamil Gaziev,--,--,--,,--,http://ufcstats.com/fighter-details/6747ccd6d1acd266,"[{'wl': 'loss', 'opponent': 'Jairzinho Rozenstruik', 'method': 'KO/TKO', 'round': '4', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Martin Buday', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '0:56'}, {'wl': 'win', 'opponent': 'Greg Velasco', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '2:38'}]"
Fabiola Pidroni,--,115 lbs.,--,,"Jan 04, 1994",http://ufcstats.com/fighter-details/9561eb5f0d63ffcc,[]
Jhonata Silva,--,125 lbs.,--,,"Apr 24, 1997",http://ufcstats.com/fighter-details/4e33534d1e036444,"[{'wl': 'loss', 'opponent': 'Igor Severino', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:37'}]"
Greg Velasco,--,--,--,,"Sep 23, 1993",http://ufcstats.com/fighter-details/34a81ebbce32b06b,"[{'wl': 'loss', 'opponent': 'Shamil Gaziev', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '2:38'}]"
Cyborg Abreu,--,--,--,,"Dec 20, 1980",http://ufcstats.com/fighter-details/f689bd7bbd14b392,[]
Hyder Amil,--,145 lbs.,--,,"May 28, 1990",http://ufcstats.com/fighter-details/41cc71cbf210e0fe,"[{'wl': 'win', 'opponent': 'Fernie Garcia', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:12'}, {'wl': 'win', 'opponent': 'Emrah Sonmez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Fellipe Andrew,--,--,--,,"Oct 24, 1994",http://ufcstats.com/fighter-details/7977fb0fd9c5955d,[]
Gabriel Arges,--,170 lbs.,--,,"Jan 29, 1993",http://ufcstats.com/fighter-details/db3c4a884d704efe,[]
Roman Bravo-Young,--,205 lbs.,--,,--,http://ufcstats.com/fighter-details/37ce890a4670b287,[]
Charalampos Grigoriou,--,135 lbs.,--,,"Mar 31, 1992",http://ufcstats.com/fighter-details/68b8ebdfce9dbb61,"[{'wl': 'loss', 'opponent': 'Chad Anheliger', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Cameron Smotherman', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:00'}]"
Craig Jones,--,205 lbs.,--,,"Jul 17, 1991",http://ufcstats.com/fighter-details/e947b563eb744a21,[]
Dan Manasoiu,--,--,--,,--,http://ufcstats.com/fighter-details/eefc73b53d4a05d7,[]
Nick Meregali,--,--,--,,--,http://ufcstats.com/fighter-details/2f6dc878d653c442,[]
Fedor Nikolov,--,--,--,,--,http://ufcstats.com/fighter-details/346f789951e85f3f,[]
Felipe Pena,--,--,--,,"Oct 19, 1991",http://ufcstats.com/fighter-details/566ff9546fc29acd,[]
Haisam Rida,--,--,--,,"Jul 25, 1993",http://ufcstats.com/fighter-details/d8a58e797518f011,[]
Cameron Smotherman,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/5c84f673b7bb7c15,"[{'wl': 'loss', 'opponent': 'Charalampos Grigoriou', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:00'}]"
Emrah Sonmez,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/fe759b24e344d7eb,"[{'wl': 'loss', 'opponent': 'Hyder Amil', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Kaik Brito,--,155 lbs.,--,,"Mar 26, 1997",http://ufcstats.com/fighter-details/b07f14fc0e53f8bd,"[{'wl': 'loss', 'opponent': 'Oban Elliott', 'method': 'M-DEC', 'round': '3', 'time': '5:00'}]"
Timothy Cuamba,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/0e46690e55a8df75,"[{'wl': 'loss', 'opponent': 'Lucas Almeida', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Bolaji Oki', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Mateo Vogel', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Oban Elliott,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/6b56e94a59b7b134,"[{'wl': 'win', 'opponent': 'Val Woodburn', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Kaik Brito', 'method': 'M-DEC', 'round': '3', 'time': '5:00'}]"
George Hardwick,--,155 lbs.,--,,"Dec 06, 1996",http://ufcstats.com/fighter-details/f55a6807b6bb853d,"[{'wl': 'loss', 'opponent': 'Abdul-Kareem Al-Selwady', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Tobias Harila,--,--,--,,"Jan 13, 1994",http://ufcstats.com/fighter-details/4d1e92b61bcef308,[]
Bolaji Oki,--,155 lbs.,--,,"Nov 15, 1995",http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,"[{'wl': 'win', 'opponent': 'Timmy Cuamba', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Dylan Salvador', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:46'}]"
Luis Pajuelo,--,145 lbs.,--,,"Dec 12, 1994",http://ufcstats.com/fighter-details/e530df53922f413e,[]
Pedro Rocha,--,--,--,,--,http://ufcstats.com/fighter-details/5921fd3f889afa3b,[]
Dylan Salvador,--,155 lbs.,--,,"May 20, 1993",http://ufcstats.com/fighter-details/a7a3fb5f6c67b122,"[{'wl': 'loss', 'opponent': 'Bolaji Oki', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:46'}]"
Jean Silva,--,145 lbs.,--,,"Dec 13, 1996",http://ufcstats.com/fighter-details/52ef95b5860fb28c,"[{'wl': 'win', 'opponent': 'Westin Wilson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '4:12'}, {'wl': 'win', 'opponent': 'Kevin Vallejos', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Kevin Vallejos,--,145 lbs.,--,,"Dec 08, 2001",http://ufcstats.com/fighter-details/239d8e5359022f3b,"[{'wl': 'loss', 'opponent': 'Jean Silva', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
